res-1,link,https://www.w3schools.com/css/css_rwd_viewport.asp
res-2,link,https://www.geeksforgeeks.org/css-media-queries/
res-3,link,https://media.geeksforgeeks.org/wp-content/uploads/20240725200510/mediaquery.mp4?_=2
