res-1,link,https://www.w3schools.com/html/html_forms.asp
res-2,link,https://www.w3schools.com/howto/howto_css_contact_form.asp
res-3,link,https://media.geeksforgeeks.org/wp-content/uploads/20240314120529/Screenshot-2024-03-14-at-12-04-38-GFG-FB-Clone.png
res-4,link,https://www.geeksforgeeks.org/how-to-create-facebook-login-page-in-html-css/
